,Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y/A,TD.1,Tgt,Rec,Yds.2,Y/R,TD.2,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,PlayerID
332,333.0,Parris Campbell,NYG,WR,26.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,27.0,20.0,104.0,5.2,0.0,0.0,0.0,0.0,,,10.0,30.4,33.4,20.4,,137.0,,CampPa00
333,334.0,J.K. Dobbins,BAL,RB,25.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,22.0,2.75,1.0,3.0,2.0,15.0,7.5,0.0,0.0,0.0,1.0,,,10.0,11.7,11.7,10.7,,89.0,,DobbJK00
334,335.0,Melvin Gordon,BAL,RB,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,53.0,4.08,0.0,3.0,3.0,46.0,15.33,0.0,0.0,0.0,0.0,,,10.0,12.9,12.9,11.4,,88.0,,GordMe00
335,336.0,Keaontay Ingram,ARI,RB,24.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,35.0,74.0,2.11,0.0,4.0,4.0,26.0,6.5,0.0,0.0,0.0,0.0,,,10.0,14.0,14.0,12.0,,87.0,,IngrKe01
336,337.0,Donovan Peoples-Jones,2TM,WR,24.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,19.0,8.0,97.0,12.13,0.0,1.0,0.0,0.0,,,10.0,17.7,17.7,13.7,,139.0,,PeopDo00
337,338.0,Ben Skowronek,LAR,WR,26.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,4.5,0.0,7.0,4.0,32.0,8.0,1.0,0.0,0.0,1.0,,,10.0,14.1,14.1,12.1,,138.0,,SkowBe00
338,339.0,Chris Brooks,MIA,RB,23.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,94.0,6.27,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,9.0,9.4,9.4,9.4,,90.0,,BrooCh00
339,340.0,Lawrence Cager,NYG,TE,26.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,3.0,27.0,9.0,1.0,0.0,0.0,1.0,,,9.0,11.7,11.7,10.2,,67.0,,CageLa01
340,341.0,Xavier Hutchinson,HOU,WR,23.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,44.0,11.0,0.0,4.0,2.0,43.0,21.5,0.0,0.0,0.0,0.0,,,9.0,10.7,10.7,9.7,,140.0,,HutcXa00
341,342.0,Will Mallory,IND,TE,24.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,11.0,6.0,91.0,15.17,0.0,0.0,0.0,0.0,,,9.0,15.1,15.1,12.1,,66.0,,MallWi00
342,343.0,Quintin Morris,BUF,TE,24.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,2.0,26.0,13.0,1.0,0.0,0.0,1.0,,,9.0,10.6,10.6,9.6,,68.0,,MorrQu00
343,344.0,Jeremy Ruckert,NYJ,TE,23.0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,14.0,10.0,86.0,8.6,0.0,0.0,0.0,0.0,,,9.0,18.6,18.6,13.6,,69.0,,RuckJe00
344,345.0,Boston Scott,PHI,RB,28.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,67.0,5.58,0.0,4.0,3.0,25.0,8.33,0.0,0.0,0.0,0.0,,,9.0,12.2,12.2,10.7,,91.0,,ScotBo02
345,346.0,Brenton Strange,JAX,TE,23.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,4.0,34.0,8.5,1.0,0.0,0.0,1.0,,,9.0,13.4,13.4,11.4,,65.0,,StraBr00
346,347.0,Alec Ingold,MIA,RB,27.0,11.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,10.0,8.0,79.0,9.88,0.0,0.0,0.0,0.0,,,8.0,15.9,15.9,11.9,,93.0,,IngoAl01
347,348.0,Julio Jones,PHI,WR,34.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,5.0,16.0,3.2,1.0,0.0,0.0,1.0,,,8.0,12.6,12.6,10.1,,143.0,,JoneJu02
348,349.0,Hunter Luepke,DAL,RB,23.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,13.0,4.33,1.0,3.0,2.0,10.0,5.0,0.0,0.0,0.0,1.0,,,8.0,10.3,10.3,9.3,,92.0,,LuepHu00
349,350.0,Isaiah McKenzie,IND,WR,28.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,14.0,4.67,0.0,14.0,11.0,82.0,7.45,0.0,2.0,1.0,0.0,,,8.0,18.6,19.6,13.1,,144.0,,McKeIs00
350,351.0,Ronnie Rivers,LAR,RB,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,57.0,4.38,0.0,4.0,4.0,18.0,4.5,0.0,0.0,0.0,0.0,,,8.0,11.5,11.5,9.5,,94.0,,RiveRo01
351,352.0,Sterling Shepard,NYG,WR,30.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,16.0,7.0,39.0,5.57,1.0,1.0,1.0,1.0,,,8.0,14.9,15.9,11.4,,142.0,,ShepSt00
352,353.0,Samori Toure,GNB,WR,25.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,11.0,5.0,62.0,12.4,0.0,0.0,0.0,0.0,1.0,,8.0,13.2,13.2,10.7,,141.0,,TourSa00
353,354.0,Mitchell Trubisky,PIT,QB,29.0,2.0,0.0,18.0,32.0,156.0,1.0,2.0,3.0,18.0,6.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,8.0,8.0,10.0,10.0,,46.0,,TrubMi00
354,355.0,Jamal Agnew,JAX,WR,28.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,-2.0,-0.5,0.0,12.0,9.0,90.0,10.0,0.0,1.0,1.0,0.0,,,7.0,15.8,16.8,11.3,,148.0,,AgneJa00
355,356.0,Nick Bawden,NYJ,RB,27.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,2.0,13.0,6.5,0.0,0.0,0.0,1.0,,,7.0,9.4,9.4,8.4,,95.0,,BawdNi00
356,357.0,Raheem Blackshear,CAR,RB,24.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,30.0,2.73,0.0,5.0,5.0,41.0,8.2,0.0,0.0,0.0,0.0,,,7.0,12.1,12.1,9.6,,98.0,,BlacRa00
357,358.0,Tim Boyle,NYJ,QB,29.0,2.0,1.0,34.0,52.0,212.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,,0.0,2.0,0.0,0.0,,,7.0,6.8,9.8,9.8,,49.0,,BoylTi00
358,359.0,Gary Brightwell,NYG,RB,24.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,19.0,2.11,0.0,7.0,5.0,47.0,9.4,0.0,0.0,0.0,0.0,,,7.0,11.6,11.6,9.1,,101.0,,BrigGa00
359,360.0,Josiah Deguara,GNB,TE,26.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,8.0,65.0,8.13,0.0,0.0,0.0,0.0,,,7.0,14.5,14.5,10.5,,72.0,,DeguJo00
360,361.0,Chase Edmonds,TAM,RB,27.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,48.0,2.53,0.0,7.0,5.0,24.0,4.8,0.0,0.0,0.0,0.0,,,7.0,12.2,12.2,9.7,,97.0,,EdmoCh00
361,362.0,Simi Fehoko,LAC,WR,26.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,9.0,9.0,1.0,0.0,0.0,1.0,,,7.0,7.9,7.9,7.4,,147.0,,FehoSi00
362,363.0,Jimmy Graham,NOR,TE,37.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,8.0,8.0,1.0,0.0,0.0,1.0,,,7.0,7.8,7.8,7.3,,71.0,,GrahJi00
363,364.0,Tyler Huntley,BAL,QB,25.0,3.0,0.0,5.0,8.0,38.0,1.0,0.0,6.0,16.0,2.67,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,7.0,7.1,7.1,7.1,,48.0,,HuntTy01
364,365.0,Charlie Jones,CIN,WR,25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,6.0,6.0,0.0,0.0,0.0,1.0,,,7.0,7.6,7.6,7.1,,149.0,,JoneCh11
365,366.0,Ihmir Smith-Marsette,CAR,WR,24.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,14.0,14.0,0.0,1.0,0.0,1.0,,,7.0,8.4,8.4,7.9,,145.0,,SmitIh00
366,367.0,Stephen Sullivan,CAR,TE,27.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,7.0,74.0,10.57,0.0,0.0,0.0,0.0,,,7.0,14.4,14.4,10.9,,70.0,,SullSt00
367,368.0,Patrick Taylor,GNB,RB,25.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,42.0,3.0,0.0,11.0,6.0,32.0,5.33,0.0,0.0,0.0,0.0,,,7.0,13.4,13.4,10.4,,96.0,,TaylPa01
368,369.0,Cedric Tillman,CLE,WR,23.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,8.0,0.0,14.0,7.0,65.0,9.29,0.0,0.0,0.0,0.0,,,7.0,14.3,14.3,10.8,,146.0,,TillCe01
369,370.0,Clayton Tune,ARI,QB,24.0,4.0,1.0,12.0,21.0,62.0,0.0,2.0,6.0,29.0,4.83,1.0,0.0,0.0,0.0,,0.0,1.0,1.0,1.0,1.0,,7.0,7.4,10.4,9.4,,47.0,,TuneCl00
370,371.0,Deuce Vaughn,DAL,RB,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,38.0,1.81,0.0,6.0,6.0,30.0,5.0,0.0,0.0,0.0,0.0,,,7.0,12.8,12.8,9.8,,99.0,,VaugDe00
371,372.0,Trayveon Williams,CIN,RB,26.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,59.0,4.92,0.0,7.0,5.0,9.0,1.8,0.0,0.0,0.0,0.0,,,7.0,11.8,11.8,9.3,,100.0,,WillTr06
372,373.0,Blake Bell,KAN,TE,32.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,3.0,19.0,6.33,1.0,1.0,1.0,1.0,,,6.0,8.9,9.9,7.4,,73.0,,BellBl00
373,374.0,Mike Boone,HOU,RB,28.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,23.0,4.6,0.0,9.0,7.0,40.0,5.71,0.0,1.0,0.0,0.0,,,6.0,13.3,13.3,9.8,,103.0,,BoonMi00
374,375.0,Jalen Brooks,DAL,WR,23.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,5.0,63.0,12.6,0.0,0.0,0.0,0.0,,,6.0,11.3,11.3,8.8,,150.0,,BrooJa03
375,376.0,Rakim Jarrett,TAM,WR,22.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,4.0,60.0,15.0,0.0,0.0,0.0,0.0,,,6.0,10.0,10.0,8.0,,151.0,,JarrRa00
376,377.0,Geoff Swaim,ARI,TE,30.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,7.0,58.0,8.29,0.0,0.0,0.0,0.0,,,6.0,12.8,12.8,9.3,,74.0,,SwaiGe00
377,378.0,Robert Tonyan,CHI,TE,29.0,12.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,7.0,58.0,8.29,0.0,0.0,0.0,0.0,,,6.0,12.8,12.8,9.3,,75.0,,TonyRo00
378,379.0,Zamir White,LVR,RB,24.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,46.0,2.56,0.0,6.0,6.0,38.0,6.33,0.0,1.0,1.0,0.0,,,6.0,12.4,13.4,9.4,,102.0,,WhitZa01
379,380.0,Damien Williams,ARI,RB,31.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,43.0,3.91,0.0,2.0,2.0,12.0,6.0,0.0,0.0,0.0,0.0,,,6.0,7.5,7.5,6.5,,104.0,,WillDa05
380,381.0,Jordan Akins,CLE,TE,31.0,11.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,11.0,6.0,45.0,7.5,0.0,0.0,0.0,0.0,,,5.0,10.5,10.5,7.5,,76.0,,AkinJo00
381,382.0,Lynn Bowden Jr.,NOR,WR,26.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,40.0,20.0,0.0,4.0,1.0,12.0,12.0,0.0,0.0,0.0,0.0,,,5.0,6.2,6.2,5.7,,155.0,,BowdLy00
382,383.0,DeAndre Carter,LVR,WR,30.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,18.0,6.0,0.0,6.0,3.0,36.0,12.0,0.0,1.0,0.0,0.0,,,5.0,8.4,8.4,6.9,,152.0,,CartDe02
383,384.0,Malik Heath,GNB,WR,23.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,10.0,5.0,53.0,10.6,0.0,0.0,0.0,0.0,,,5.0,10.3,10.3,7.8,,153.0,,HeatMa00
384,385.0,Brian Hoyer,LVR,QB,38.0,3.0,1.0,23.0,42.0,231.0,0.0,2.0,3.0,-3.0,-1.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,5.0,4.9,6.9,6.9,,50.0,,HoyeBr00
385,386.0,Johnny Mundt,MIN,TE,29.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,5.0,45.0,9.0,0.0,0.0,0.0,0.0,,,5.0,9.5,9.5,7.0,,77.0,,MundJo00
386,387.0,Patrick Ricard,BAL,RB,29.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,4.0,48.0,12.0,0.0,0.0,0.0,0.0,,,5.0,8.8,8.8,6.8,,105.0,,RicaPa00
387,388.0,Demarcus Robinson,LAR,WR,29.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,5.0,52.0,10.4,0.0,0.0,0.0,0.0,,,5.0,10.2,10.2,7.7,,156.0,,RobiDe01
388,389.0,Brett Rypien,LAR,QB,27.0,2.0,1.0,18.0,38.0,172.0,0.0,1.0,3.0,19.0,6.33,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,0.0,,,5.0,4.8,6.8,5.8,,51.0,,RypiBr00
389,390.0,Trent Sherfield,BUF,WR,27.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,13.0,7.0,53.0,7.57,0.0,0.0,0.0,0.0,,,5.0,12.3,12.3,8.8,,154.0,,SherTr00
390,391.0,Isaiah Spiller,LAC,RB,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,27.0,2.25,0.0,3.0,3.0,20.0,6.67,0.0,0.0,0.0,0.0,,,5.0,7.7,7.7,6.2,,106.0,,SpilIs00
391,392.0,Mike Strachan,CAR,WR,26.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,45.0,45.0,0.0,0.0,0.0,0.0,,,5.0,5.5,5.5,5.0,,157.0,,StraMi03
392,393.0,Ian Thomas,CAR,TE,27.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,3.0,45.0,15.0,0.0,0.0,0.0,0.0,,,5.0,7.5,7.5,6.0,,78.0,,ThomIa00
393,394.0,Randall Cobb,NYJ,WR,33.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,12.0,3.0,20.0,6.67,0.0,0.0,0.0,0.0,1.0,,4.0,7.0,7.0,5.5,,161.0,,CobbRa00
394,395.0,Marquise Goodwin,CLE,WR,33.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,33.0,8.25,0.0,11.0,3.0,10.0,3.33,0.0,0.0,0.0,0.0,,,4.0,7.3,7.3,5.8,,160.0,,GoodMa00
395,396.0,Tim Jones,JAX,WR,25.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.0,7.0,44.0,6.29,0.0,0.0,0.0,0.0,,,4.0,11.4,11.4,7.9,,158.0,,JoneTi00
396,397.0,MyCole Pruitt,ATL,TE,31.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,4.0,44.0,11.0,0.0,0.0,0.0,0.0,,,4.0,8.4,8.4,6.4,,79.0,,PruiMy00
397,398.0,Equanimeous St. Brown,CHI,WR,27.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,4.0,44.0,11.0,0.0,0.0,0.0,0.0,,,4.0,8.4,8.4,6.4,,159.0,,St.BEq00
398,399.0,Tyquan Thornton,NWE,WR,23.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,12.0,5.0,34.0,6.8,0.0,0.0,0.0,0.0,,,4.0,8.7,8.7,6.2,,162.0,,ThorTy00
399,400.0,Ke'Shawn Vaughn,TAM,RB,26.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,42.0,1.75,0.0,5.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,,,4.0,6.4,6.4,5.4,,107.0,,VaugKe00
400,401.0,Darnell Washington,PIT,TE,22.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,5.0,41.0,8.2,0.0,0.0,0.0,0.0,,,4.0,9.1,9.1,6.6,,80.0,,WashDa03
401,402.0,Mike White,MIA,QB,28.0,3.0,0.0,2.0,3.0,67.0,1.0,1.0,5.0,-7.0,-1.4,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,4.0,4.0,5.0,5.0,,52.0,,WhitMi01
402,403.0,David Bell,CLE,WR,23.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,9.0,4.0,33.0,8.25,0.0,0.0,0.0,0.0,,,3.0,7.3,7.3,5.3,,164.0,,BellDa02
403,404.0,Khari Blasingame,CHI,RB,27.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,26.0,3.25,0.0,4.0,2.0,5.0,2.5,0.0,0.0,0.0,0.0,,,3.0,5.1,5.1,4.1,,111.0,,BlasKh00
404,405.0,Michael Burton,DEN,RB,31.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.75,0.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,,3.0,3.6,3.6,3.1,,114.0,,BurtMi00
405,406.0,Greg Dulcich,DEN,TE,23.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,3.0,25.0,8.33,0.0,0.0,0.0,0.0,,,3.0,5.5,5.5,4.0,,86.0,,DulcGr00
406,407.0,Payne Durham,TAM,TE,23.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,4.0,33.0,8.25,0.0,0.0,0.0,0.0,,,3.0,7.3,7.3,5.3,,81.0,,DurhPa00
407,408.0,Devin Duvernay,BAL,WR,26.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,3.75,0.0,9.0,4.0,18.0,4.5,0.0,0.0,0.0,0.0,,,3.0,7.3,7.3,5.3,,165.0,,DuveDe00
408,409.0,Alex Erickson,LAC,WR,31.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,2.0,29.0,14.5,0.0,0.0,0.0,0.0,,,3.0,4.9,4.9,3.9,,169.0,,EricAl01
409,410.0,Eric Gray,NYG,RB,24.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,27.0,2.08,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,,,3.0,3.8,3.8,3.3,,112.0,,GrayEr01
410,411.0,Jaren Hall,MIN,QB,25.0,2.0,1.0,8.0,10.0,101.0,0.0,0.0,4.0,10.0,2.5,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,,3.0,3.0,4.0,3.0,,54.0,,HallJa00
411,412.0,Mecole Hardman,2TM,WR,25.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,3.0,0.0,13.0,9.0,47.0,5.22,0.0,1.0,1.0,0.0,,,3.0,12.0,13.0,7.5,,167.0,,HardMe00
412,413.0,Elijah Higgins,ARI,TE,23.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,3.0,28.0,9.33,0.0,0.0,0.0,0.0,,,3.0,5.8,5.8,4.3,,84.0,,HiggEl00
413,414.0,Brycen Hopkins,LAR,TE,26.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,3.0,31.0,10.33,0.0,0.0,0.0,0.0,,,3.0,6.1,6.1,4.6,,83.0,,HopkBr01
414,415.0,Trishton Jackson,MIN,WR,25.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4.0,2.0,9.0,4.5,0.0,0.0,0.0,0.0,1.0,,3.0,4.9,4.9,3.9,,170.0,,JackTr02
415,416.0,Velus Jones Jr.,CHI,WR,26.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,22.0,5.5,0.0,5.0,3.0,9.0,3.0,0.0,0.0,0.0,0.0,,,3.0,6.1,6.1,4.6,,166.0,,JoneVe00
416,417.0,Ty Montgomery,NWE,WR,30.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,3.5,0.0,10.0,4.0,23.0,5.75,0.0,0.0,0.0,0.0,,,3.0,7.0,7.0,5.0,,168.0,,MontTy01
417,418.0,Dare Ogunbowale,HOU,RB,29.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,3.0,3.4,0.4,3.4,,108.0,,OgunDa00
418,419.0,Teagan Quitoriano,HOU,TE,23.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,2.0,33.0,16.5,0.0,0.0,0.0,0.0,,,3.0,5.3,5.3,4.3,,82.0,,QuitTe00
419,420.0,Justyn Ross,KAN,WR,24.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,6.0,3.0,34.0,11.33,0.0,0.0,0.0,0.0,,,3.0,6.4,6.4,4.9,,163.0,,RossJu00
420,421.0,Trey Sermon,IND,RB,24.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,24.0,3.0,0.0,3.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,,,3.0,3.8,3.8,3.3,,113.0,,SermTr00
421,422.0,Steven Sims,HOU,WR,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,25.0,12.5,0.0,0.0,0.0,0.0,,,3.0,4.5,4.5,3.5,,171.0,,SimsSt00
422,423.0,Keith Smith,ATL,RB,31.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,3.0,3.0,33.0,11.0,0.0,0.0,0.0,0.0,,,3.0,6.3,6.3,4.8,,109.0,,SmitKe03
423,424.0,Jack Stoll,PHI,TE,25.0,11.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,4.0,27.0,6.75,0.0,0.0,0.0,0.0,,,3.0,6.7,6.7,4.7,,85.0,,StolJa00
424,425.0,Sean Tucker,TAM,RB,22.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,23.0,1.53,0.0,2.0,2.0,9.0,4.5,0.0,0.0,0.0,0.0,,,3.0,5.2,5.2,4.2,,110.0,,TuckSe00
425,426.0,Malik Willis,TEN,QB,24.0,3.0,0.0,4.0,5.0,74.0,0.0,0.0,5.0,21.0,4.2,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,,,3.0,3.1,4.1,3.1,,53.0,,WillMa12
426,427.0,Israel Abanikanda,NYJ,RB,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,11.0,0.0,2.0,1.0,5.0,5.0,0.0,0.0,0.0,0.0,,,2.0,2.6,2.6,2.1,,122.0,,AbanIs00
427,428.0,Nate Adkins,DEN,TE,24.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5.0,4.0,22.0,5.5,0.0,0.0,0.0,0.0,,,2.0,6.2,6.2,4.2,,88.0,,AdkiNa00
428,429.0,Kayshon Boutte,NWE,WR,21.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,7.0,2.0,19.0,9.5,0.0,0.0,0.0,0.0,,,2.0,3.9,3.9,2.9,,177.0,,BoutKa00
429,430.0,Jason Brownlee,NYJ,WR,24.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,2.0,20.0,10.0,0.0,0.0,0.0,0.0,,,2.0,4.0,4.0,3.0,,176.0,,BrowJa07
430,431.0,Tyrion Davis-Price,SFO,RB,23.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,21.0,3.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,2.0,2.1,2.1,2.1,,118.0,,DaviTy03
431,432.0,Elijah Dotson,LAC,RB,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,1.5,0.0,2.0,2.0,13.0,6.5,0.0,0.0,0.0,0.0,,,2.0,3.9,3.9,2.9,,120.0,,DotsEl00
432,433.0,Zach Evans,LAR,RB,22.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,16.0,2.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,2.0,1.6,1.6,1.6,,123.0,,EvanZa00
433,434.0,Erik Ezukanma,MIA,WR,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,22.0,4.4,0.0,1.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,2.0,2.2,2.2,2.2,,172.0,,EzukEr00
434,435.0,Jake Funk,IND,RB,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.0,5.0,0.0,1.0,1.0,12.0,12.0,0.0,0.0,0.0,0.0,,,2.0,3.2,3.2,2.7,,116.0,,FunkJa00
435,436.0,Derrick Gore,WAS,RB,29.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,23.0,11.5,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,2.0,2.3,2.3,2.3,,115.0,,GoreDe00
436,437.0,C.J. Ham,MIN,RB,30.0,12.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,8.0,6.0,19.0,3.17,0.0,0.0,0.0,0.0,,,2.0,7.9,7.9,4.9,,121.0,,HamxC.00
