Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att,Yds,Y/A,TD,Tgt,Rec,Yds,Y/R,TD,Fmb,FL,TD,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank,PlayerID
1,Christian McCaffrey,SFO,RB,27,6,6,0,0,0,0,0,110,553,5.03,7,27,23,177,7.70,2,2,1,9,,,125,148.0,155.0,136.5,78,1,1,McCaCh01
2,Raheem Mostert,MIA,RB,31,6,6,0,0,0,0,0,75,429,5.72,9,20,18,145,8.06,2,3,1,11,,,121,139.4,146.4,130.4,74,2,2,MostRa00
3,Tyreek Hill,MIA,WR,29,6,6,0,0,0,0,0,1,14,14.00,0,59,42,814,19.38,6,0,0,6,,,119,160.8,163.8,139.8,67,1,3,HillTy00
4,Kyren Williams,LAR,RB,23,6,5,0,0,0,0,0,97,456,4.70,6,24,13,105,8.08,1,1,0,7,,,98,111.1,117.1,104.6,52,3,4,WillKy02
5,Travis Etienne,JAX,RB,24,6,6,0,0,0,0,0,113,451,3.99,5,24,21,172,8.19,0,0,0,5,1,,94,115.3,121.3,104.8,49,4,5,EtieTr00
6,De'Von Achane,MIA,RB,22,4,1,0,0,0,0,0,38,460,12.11,5,11,9,67,7.44,2,1,1,7,,,93,101.7,105.7,97.2,47,5,6,AchaDe00
7,Zack Moss,IND,RB,26,5,5,0,0,0,0,0,96,466,4.85,4,17,14,110,7.86,1,0,0,5,1,,90,103.6,109.6,96.6,44,6,7,MossZa00
8,Stefon Diggs,BUF,WR,30,6,6,0,0,0,0,0,0,0,,0,66,49,620,12.65,5,1,1,5,,,90,139.0,143.0,114.5,40,2,8,DiggSt00
9,D.J. Moore,CHI,WR,26,6,6,0,0,0,0,0,0,0,,0,42,32,582,18.19,5,0,0,5,,,88,120.2,123.2,104.2,38,3,9,MoorD.00
10,Kenneth Walker III,SEA,RB,23,5,5,0,0,0,0,0,83,345,4.16,6,13,11,100,9.09,0,0,0,6,,,81,91.5,97.5,86.0,36,7,10,WalkKe00
11,David Montgomery,DET,RB,26,5,5,0,0,0,0,0,94,385,4.10,6,10,6,66,11.00,0,2,1,6,,,79,85.1,89.1,82.1,34,8,11,MontDa01
12,Keenan Allen,LAC,WR,31,5,5,1,1,49,1,0,2,6,3.00,0,55,42,519,12.36,4,1,0,4,,,82,124.5,127.5,103.5,33,4,12,AlleKe00
13,Derrick Henry,TEN,RB,29,6,6,1,2,2,1,0,98,425,4.34,3,13,11,117,10.64,0,0,0,3,,,76,87.3,93.3,81.8,32,9,13,HenrDe00
14,A.J. Brown,PHI,WR,26,6,6,0,0,0,0,0,0,0,,0,60,42,672,16.00,2,0,0,2,,,79,121.2,124.2,100.2,30,5,14,BrowAJ00
15,Brian Robinson Jr.,WAS,RB,24,6,6,0,0,0,0,0,77,302,3.92,3,13,11,113,10.27,2,1,0,5,1,,74,84.5,90.5,79.0,29,10,15,RobiBr01
16,Josh Allen,BUF,QB,27,6,6,147,205,1576,13,6,22,131,5.95,3,0,0,0,,0,2,1,3,,,132,132.1,145.1,138.1,28,1,16,AlleJo02
17,D'Andre Swift,PHI,RB,24,6,5,0,0,0,0,0,86,452,5.26,2,27,23,115,5.00,1,1,1,3,,,73,95.7,102.7,84.2,28,11,17,SwifDA00
18,Adam Thielen,CAR,WR,33,6,6,0,0,0,0,0,1,6,6.00,0,59,49,509,10.39,4,0,0,4,1,,78,126.5,129.5,102.0,28,6,18,ThieAd00
19,Isiah Pacheco,KAN,RB,24,6,5,0,0,0,0,0,87,387,4.45,3,19,17,135,7.94,0,0,0,3,,,70,87.2,93.2,78.7,26,12,19,PachIs00
20,Jalen Hurts,PHI,QB,25,6,6,141,213,1542,7,7,63,253,4.02,5,0,0,0,,0,1,1,5,,,129,129.0,143.0,136.0,25,2,20,HurtJa00
21,Bijan Robinson,ATL,RB,21,6,6,0,0,0,0,0,80,401,5.01,0,32,26,189,7.27,2,1,1,2,,,69,95.0,102.0,82.0,25,13,21,RobiBi01
22,Ja'Marr Chase,CIN,WR,23,6,6,0,0,0,0,0,1,2,2.00,0,73,50,556,11.12,3,0,0,3,,,74,123.8,126.8,98.8,25,7,22,ChasJa00
23,Justin Jefferson,MIN,WR,24,5,5,0,0,0,0,0,0,0,,0,53,36,571,15.86,3,1,1,3,,,73,109.1,113.1,91.1,24,8,23,JeffJu00
24,Nico Collins,HOU,WR,24,6,3,0,0,0,0,0,0,0,,0,42,29,547,18.86,3,0,0,3,,,73,101.7,104.7,87.2,24,9,24,CollNi00
25,Puka Nacua,LAR,WR,22,6,6,0,0,0,0,0,2,4,2.00,0,70,50,598,11.96,2,1,0,2,,,72,122.2,125.2,97.2,23,10,25,NacuPu00
26,Tony Pollard,DAL,RB,26,6,6,0,0,0,0,0,96,370,3.85,2,29,25,176,7.04,0,2,1,2,1,,67,91.6,98.6,79.1,23,14,26,PollTo00
27,Breece Hall,NYJ,RB,22,6,6,0,0,0,0,0,66,426,6.45,2,18,13,113,8.69,0,2,0,2,,,66,78.9,84.9,72.4,22,15,27,HallBr03
28,Travis Kelce,KAN,TE,34,5,5,0,0,0,0,0,0,0,,0,46,36,346,9.61,3,0,0,3,,,53,88.6,91.6,70.6,21,1,28,KelcTr00
29,Josh Jacobs,LVR,RB,25,6,6,0,0,0,0,0,107,312,2.92,2,35,25,209,8.36,0,0,0,2,,,64,89.1,95.1,76.6,20,16,29,JacoJo01
30,Sam LaPorta,DET,TE,22,6,5,0,0,0,0,0,0,0,,0,42,29,325,11.21,3,0,0,3,,,51,79.5,82.5,65.0,19,2,30,LaPoSa01
31,Tua Tagovailoa,MIA,QB,25,6,6,140,197,1876,14,5,14,21,1.50,0,0,0,0,,0,6,1,0,,,121,121.1,130.1,126.1,18,3,31,TagoTu00
32,Davante Adams,LVR,WR,31,6,6,0,0,0,0,0,0,0,,0,59,39,471,12.08,3,0,0,3,,,65,104.1,107.1,84.6,17,11,32,AdamDa01
33,Mark Andrews,BAL,TE,28,5,4,0,0,0,0,0,1,0,0.00,0,34,24,294,12.25,3,0,0,3,,,47,71.4,74.4,59.4,16,3,33,AndrMa00
34,Amon-Ra St. Brown,DET,WR,24,5,5,0,0,0,0,0,1,4,4.00,0,50,38,455,11.97,3,1,1,3,,,62,99.9,103.9,80.9,14,12,34,StxxAm00
35,Jared Goff,DET,QB,29,6,6,141,203,1618,11,3,16,15,0.94,2,0,0,0,,0,0,0,2,,,116,116.2,122.2,119.2,13,4,35,GoffJa00
36,Patrick Mahomes,KAN,QB,28,6,6,153,224,1593,11,5,29,185,6.38,0,0,0,0,,0,1,0,0,,,116,116.2,127.2,121.2,13,5,36,MahoPa00
37,James Cook,BUF,RB,24,6,5,0,0,0,0,0,75,363,4.84,1,18,14,140,10.00,0,0,0,1,,,56,70.3,76.3,63.3,13,17,37,CookJa01
38,Cole Kmet,CHI,TE,24,6,6,0,0,0,0,0,2,1,0.50,0,32,25,240,9.60,3,1,0,3,,,42,67.1,70.1,54.6,11,4,38,KmetCo00
39,Justin Herbert,LAC,QB,25,5,5,125,182,1333,9,2,26,75,2.88,3,1,1,10,10.00,0,1,0,3,,1,114,114.8,119.8,116.3,11,6,39,HerbJu00
40,Lamar Jackson,BAL,QB,26,6,6,121,173,1253,5,3,60,327,5.45,4,0,0,0,,0,7,4,4,,,113,112.8,125.8,115.8,10,7,40,JackLa00
41,Jerome Ford,CLE,RB,24,5,2,0,0,0,0,0,67,270,4.03,1,15,12,84,7.00,2,1,1,3,1,,53,65.4,69.4,59.4,10,18,41,FordJe00
42,Joe Mixon,CIN,RB,27,6,6,0,0,0,0,0,96,366,3.81,1,21,16,104,6.50,0,0,0,1,,,53,69.0,75.0,61.0,10,19,42,MixoJo00
43,T.J. Hockenson,MIN,TE,26,6,3,0,0,0,0,0,0,0,,0,47,36,304,8.44,2,1,1,2,,,40,76.4,80.4,58.4,10,5,43,HockTJ00
44,Jakobi Meyers,LVR,WR,27,5,5,0,0,0,0,0,1,0,0.00,0,43,30,335,11.17,4,0,0,4,,,58,87.5,90.5,72.5,10,13,44,MeyeJa01
45,Brandon Aiyuk,SFO,WR,25,5,5,0,0,0,0,0,0,0,,0,37,25,454,18.16,2,0,0,2,,,57,82.4,85.4,69.9,9,14,45,AiyuBr00
46,Alexander Mattison,MIN,RB,25,6,6,0,0,0,0,0,82,320,3.90,0,28,18,104,5.78,2,1,1,2,,,52,70.4,77.4,61.4,9,20,46,MattAl01
47,George Kittle,SFO,TE,30,6,6,0,0,0,0,0,0,0,,0,25,18,216,12.00,3,0,0,3,,,40,57.6,60.6,48.6,9,6,47,KittGe00
48,Dalton Schultz,HOU,TE,27,6,1,0,0,0,0,0,0,0,,0,34,21,215,10.24,3,0,0,3,,,40,60.5,63.5,50.0,9,7,48,SchuDa00
49,Mike Evans,TAM,WR,30,5,5,0,0,0,0,0,0,0,,0,41,24,386,16.08,3,0,0,3,,,57,80.6,83.6,68.6,9,15,49,EvanMi00
50,James Conner,ARI,RB,28,5,5,0,0,0,0,0,68,364,5.35,2,10,8,30,3.75,0,0,0,2,,,51,59.4,62.4,55.4,8,21,50,ConnJa00
51,Gabriel Davis,BUF,WR,24,6,6,0,0,0,0,0,1,-2,-2.00,0,30,21,341,16.24,4,1,1,4,,,56,76.9,80.9,66.4,8,16,51,DaviGa01
52,CeeDee Lamb,DAL,WR,24,6,6,0,0,0,0,0,3,21,7.00,0,42,34,475,13.97,1,1,0,1,,,56,89.6,92.6,72.6,8,17,52,LambCe00
53,Kirk Cousins,MIN,QB,35,6,6,158,235,1679,14,4,10,17,1.70,0,0,0,0,,0,7,4,0,,,109,108.9,119.9,112.9,7,8,53,CousKi00
54,Marquise Brown,ARI,WR,26,6,6,0,0,0,0,0,1,29,29.00,0,53,29,334,11.52,3,0,0,3,,,54,83.3,86.3,68.8,6,18,54,BrowMa04
55,George Pickens,PIT,WR,22,5,5,0,0,0,0,0,1,16,16.00,0,40,22,393,17.86,2,1,0,2,,,53,74.9,77.9,63.9,5,19,55,PickGe00
56,Brock Purdy,SFO,QB,24,6,6,110,163,1396,10,1,15,31,2.07,2,0,0,0,,0,5,1,2,,,107,106.9,111.9,107.9,5,9,56,PurdBr00
57,Josh Reynolds,DET,WR,28,6,5,0,0,0,0,0,0,0,,0,27,19,341,17.95,3,0,0,3,,,52,71.1,74.1,61.6,4,20,57,ReynJo00
58,Jordan Addison,MIN,WR,21,6,3,0,0,0,0,0,0,0,,0,34,22,277,12.59,4,0,0,4,,,52,73.7,76.7,62.7,4,21,58,AddiJo00
59,Deebo Samuel,SFO,WR,27,6,6,0,0,0,0,0,18,95,5.28,1,32,20,302,15.10,1,1,0,2,,,52,71.7,74.7,61.7,4,22,59,SamuDe00
60,Rhamondre Stevenson,NWE,RB,25,6,6,0,0,0,0,0,78,234,3.00,2,24,17,111,6.53,0,0,0,2,,,47,63.5,69.5,55.0,4,22,60,StevRh00
61,Justin Fields,CHI,QB,24,6,6,100,162,1201,11,6,47,237,5.04,1,0,0,0,,0,4,2,1,,,106,105.7,119.7,111.7,4,10,61,FielJu00
62,Christian Kirk,JAX,WR,27,6,6,1,1,-1,0,0,1,6,6.00,0,49,33,384,11.64,2,0,0,2,,,51,84.0,87.0,67.5,3,23,62,KirkCh01
63,Jonnu Smith,ATL,TE,28,6,1,0,0,0,0,0,0,0,,0,32,25,282,11.28,1,1,1,1,,,32,57.2,61.2,44.7,2,8,63,SmitJo01
64,Calvin Ridley,JAX,WR,29,6,6,0,0,0,0,0,3,10,3.33,0,44,26,363,13.96,2,1,0,2,,,49,75.3,78.3,62.3,2,24,64,RidlCa00
65,Garrett Wilson,NYJ,WR,23,6,6,0,0,0,0,0,0,0,,0,55,32,369,11.53,2,0,0,2,,,49,80.9,83.9,64.9,1,25,65,WilsGa00
66,Rashid Shaheed,NOR,WR,25,6,3,0,0,0,0,0,5,29,5.80,0,27,16,298,18.63,2,1,1,3,,,49,64.7,68.7,56.7,1,26,66,ShahRa00
67,Russell Wilson,DEN,QB,35,6,6,122,185,1305,12,4,22,150,6.82,0,0,0,0,,0,3,2,0,,,103,103.2,115.2,107.2,1,11,67,WilsRu00
68,Michael Pittman Jr.,IND,WR,26,6,6,0,0,0,0,0,0,0,,0,60,40,406,10.15,1,1,0,1,1,,49,88.6,91.6,68.6,1,27,68,PittMi01
69,Curtis Samuel,WAS,WR,27,6,3,0,0,0,0,0,4,20,5.00,1,31,27,285,10.56,2,0,0,3,,,49,75.5,78.5,62.0,1,28,69,SamuCu00
70,Dallas Goedert,PHI,TE,28,6,6,0,0,0,0,0,0,0,,0,36,26,247,9.50,1,0,0,1,,,31,56.7,59.7,43.7,1,9,70,GoedDa00
71,Kyle Pitts,ATL,TE,23,6,4,0,0,0,0,0,1,-4,-4.00,0,38,22,251,11.41,1,0,0,1,,,31,52.7,55.7,41.7,1,10,71,PittKy00
72,Jaleel McLaughlin,DEN,RB,23,6,1,0,0,0,0,0,29,190,6.55,1,10,9,58,6.44,2,0,0,3,,,43,51.8,54.8,47.3,,23,72,McLaJa00
73,Hunter Henry,NWE,TE,29,6,5,0,0,0,0,0,0,0,,0,28,18,183,10.17,2,0,0,2,,,30,48.3,51.3,39.3,,11,73,HenrHu00
74,Courtland Sutton,DEN,WR,28,6,6,0,0,0,0,0,0,0,,0,37,25,275,11.00,4,2,2,4,,,48,72.5,77.5,60.0,,29,74,SuttCo00
75,C.J. Stroud,HOU,QB,22,6,6,127,213,1660,9,1,18,55,3.06,0,1,1,0,0.00,0,3,2,0,,,102,102.9,108.9,103.4,,12,75,StroCJ00
76,Evan Engram,JAX,TE,29,6,5,0,0,0,0,0,0,0,,0,44,36,301,8.36,0,1,0,0,,,30,66.1,69.1,48.1,,12,76,EngrEv00
77,Dameon Pierce,HOU,RB,23,6,6,0,0,0,0,0,97,281,2.90,1,12,9,84,9.33,0,0,0,1,,,43,51.5,54.5,47.0,,24,77,PierDa01
78,Chris Olave,NOR,WR,23,6,4,0,0,0,0,0,0,0,,0,53,32,414,12.94,1,0,0,1,,,47,79.4,82.4,63.4,,30,78,OlavCh00
79,Sam Howell,WAS,QB,23,6,6,145,214,1500,9,6,19,104,5.47,1,0,0,0,,0,2,1,1,1,,100,100.4,113.4,106.4,,13,,HoweSa00
80,Jordan Love,GNB,QB,25,5,5,90,162,1083,8,6,18,109,6.06,2,0,0,0,,0,2,0,2,,2,90,90.2,102.2,96.2,,14,,LoveJo03
81,Trevor Lawrence,JAX,QB,24,6,6,141,210,1439,7,3,33,147,4.45,0,0,0,0,,0,6,3,0,,,88,88.3,100.3,91.3,,15,,LawrTr00
82,Joshua Dobbs,ARI,QB,28,6,6,123,196,1215,6,3,34,189,5.56,1,0,0,0,,0,6,4,1,1,,86,85.5,98.5,88.5,,17,,DobbJo00
83,Matthew Stafford,LAR,QB,35,6,6,139,227,1677,6,5,11,51,4.64,0,0,0,0,,0,0,0,0,,,86,86.2,94.2,91.2,,16,,StafMa00
84,Dak Prescott,DAL,QB,30,6,6,132,190,1333,6,4,19,85,4.47,1,0,0,0,,0,0,0,1,,,84,83.8,90.8,87.8,,19,,PresDa01
85,Desmond Ridder,ATL,QB,24,6,6,130,203,1380,6,6,20,75,3.75,2,1,1,-6,-6.00,0,3,2,2,,1,84,85.1,96.1,90.6,,18,,RiddDe00
86,Baker Mayfield,TAM,QB,28,5,5,106,162,1088,7,3,25,67,2.68,0,0,0,0,,0,1,0,0,,1,74,74.2,80.2,77.2,,20,,MayfBa00
87,Anthony Richardson,IND,QB,21,4,4,50,84,577,3,1,25,136,5.44,4,0,0,0,,0,3,1,4,,2,73,72.7,80.7,73.7,,21,,RichAn03
88,Joe Burrow,CIN,QB,27,6,6,147,232,1230,7,4,14,14,1.00,0,0,0,0,,0,1,1,0,,,69,68.6,76.6,72.6,,22,,BurrJo01
89,Geno Smith,SEA,QB,33,5,5,111,164,1172,5,3,12,42,3.50,0,1,1,-2,-2.00,0,0,0,0,,1,67,67.9,73.9,70.4,,23,,SmitGe00
90,Derek Carr,NOR,QB,32,6,6,130,200,1299,5,3,11,7,0.64,0,0,0,0,,0,1,1,0,,,65,64.7,71.7,67.7,,24,,CarrDe02
91,Zach Wilson,NYJ,QB,24,6,5,110,182,1097,4,5,19,98,5.16,0,0,0,0,,0,3,1,0,1,1,62,61.7,70.7,66.7,,25,,WilsZa00
92,Jimmy Garoppolo,LVR,QB,32,5,5,100,147,1079,7,8,18,27,1.50,0,0,0,0,,0,1,0,0,,1,60,59.9,70.9,67.9,,26,,GaroJi00
93,Bryce Young,CAR,QB,22,5,5,115,182,967,6,4,8,65,8.13,0,0,0,0,,0,4,2,0,,1,59,59.2,68.2,63.2,,27,,YounBr01
94,Mac Jones,NWE,QB,25,6,6,129,201,1208,5,7,16,59,3.69,0,0,0,0,,0,2,2,0,,,56,56.2,68.2,63.2,,28,,JoneMa05
95,Daniel Jones,NYG,QB,26,5,5,104,151,884,2,6,38,197,5.18,1,0,0,0,,0,4,1,1,,,55,55.1,68.1,61.1,,29,,JoneDa05
96,Kenny Pickett,PIT,QB,25,5,5,95,159,1027,5,4,16,12,0.75,0,0,0,0,,0,0,0,0,,,54,54.3,61.3,58.3,,30,,PickKe00
97,Deshaun Watson,CLE,QB,28,3,3,65,102,678,4,2,15,83,5.53,1,0,0,0,,0,4,2,1,2,,53,53.4,60.4,55.4,,31,,WatsDe00
98,Ryan Tannehill,TEN,QB,35,6,6,98,158,1128,2,6,12,40,3.33,1,0,0,0,,0,3,0,1,,,51,51.1,60.1,57.1,,32,,TannRy00
99,Tutu Atwell,LAR,WR,24,6,6,0,0,0,0,0,2,27,13.50,0,41,25,309,12.36,2,0,0,2,,,46,70.6,73.6,58.1,,34,,AtweTu00
100,Drake London,ATL,WR,22,6,6,1,1,22,0,0,0,0,,0,43,26,329,12.65,2,0,0,2,,,46,71.8,74.8,58.8,,32,,LondDr00
101,Terry McLaurin,WAS,WR,28,6,6,0,0,0,0,0,0,0,,0,42,31,342,11.03,1,0,0,2,,,46,77.2,80.2,61.7,,31,,McLaTe00
102,D.K. Metcalf,SEA,WR,26,5,5,0,0,0,0,0,0,0,,0,32,22,337,15.32,2,0,0,2,,,46,67.7,70.7,56.7,,33,,MetcDK00
103,Tank Dell,HOU,WR,24,5,3,0,0,0,0,0,4,9,2.25,0,28,19,324,17.05,2,1,0,2,,,45,64.3,67.3,54.8,,36,,DellNa00
104,DeVonta Smith,PHI,WR,25,6,6,0,0,0,0,0,0,0,,0,45,28,334,11.93,2,0,0,2,,,45,73.4,76.4,59.4,,35,,SmitDe07
105,Zay Flowers,BAL,WR,23,6,6,0,0,0,0,0,6,12,2.00,0,48,35,367,10.49,1,0,0,1,,,44,78.9,81.9,61.4,,37,,FlowZa00
106,Michael Wilson,ARI,WR,23,6,5,0,0,0,0,0,0,0,,0,22,18,317,17.61,2,0,0,2,,,44,61.7,64.7,52.7,,38,,WilsMi02
107,Kendrick Bourne,NWE,WR,28,6,3,0,0,0,0,0,1,4,4.00,0,44,28,307,10.96,2,0,0,2,,,43,71.1,74.1,57.1,,39,,BourKe00
108,Amari Cooper,CLE,WR,29,5,5,0,0,0,0,0,0,0,,0,39,22,367,16.68,1,1,0,1,,,43,64.7,67.7,53.7,,40,,CoopAm00
109,Khalil Herbert,CHI,RB,25,5,5,0,0,0,0,0,51,272,5.33,0,18,10,83,8.30,1,1,1,1,1,,42,51.5,55.5,46.5,,25,,HerbKh00
110,Tyler Allgeier,ATL,RB,23,6,1,0,0,0,0,0,75,242,3.23,2,10,6,32,5.33,0,0,0,2,1,,41,47.4,50.4,44.4,,26,,AllgTy00
111,Romeo Doubs,GNB,WR,23,5,4,0,0,0,0,0,0,0,,0,37,21,228,10.86,3,0,0,3,,,41,61.8,64.8,51.3,,42,,DoubRo00
112,Jaylen Waddle,MIA,WR,25,5,5,0,0,0,0,0,1,-2,-2.00,0,35,24,296,12.33,2,0,0,2,,,41,65.4,68.4,53.4,,41,,WaddJa00
113,Gardner Minshew II,IND,QB,27,6,2,90,138,882,3,3,6,8,1.33,0,0,0,0,,0,2,1,0,,,40,40.1,47.1,43.1,,33,,MinsGa00
114,Tyler Lockett,SEA,WR,31,5,5,0,0,0,0,0,0,0,,0,35,23,251,10.91,2,0,0,2,1,,39,62.1,65.1,50.6,,43,,LockTy00
115,Gus Edwards,BAL,RB,28,6,3,0,0,0,0,0,72,282,3.92,1,4,3,13,4.33,0,0,0,1,1,,38,40.5,43.5,39.0,,27,,EdwaGu00
116,DeAndre Hopkins,TEN,WR,31,6,6,0,0,0,0,0,0,0,,0,47,27,376,13.93,0,0,0,0,,,38,64.6,67.6,51.1,,44,,HopkDe00
117,Saquon Barkley,NYG,RB,26,3,3,0,0,0,0,0,53,207,3.91,1,16,13,46,3.54,1,0,0,2,,,37,50.3,53.3,43.8,,28,,BarkSa00
118,Rachaad White,TAM,RB,24,5,5,0,0,0,0,0,70,232,3.31,1,17,16,98,6.13,0,1,1,1,,,37,53.0,57.0,45.0,,29,,WhitRa01
119,Chuba Hubbard,CAR,RB,24,6,1,0,0,0,0,0,54,242,4.48,1,15,13,59,4.54,0,0,0,1,,,36,49.1,52.1,42.6,,30,,HubbCh01
120,Marvin Mims,DEN,WR,21,6,2,0,0,0,0,0,3,13,4.33,0,12,10,246,24.60,1,1,1,2,,,36,45.9,49.9,40.9,,46,,MimsMa00
121,Rashee Rice,KAN,WR,23,6,0,0,0,0,0,0,1,-3,-3.00,0,28,21,245,11.67,2,0,0,2,,,36,57.2,60.2,46.7,,45,,RiceRa01
122,Chris Godwin,TAM,WR,27,5,5,0,1,0,0,0,0,0,,0,37,27,332,12.30,0,0,0,0,1,,35,62.2,65.2,48.7,,47,,GodwCh00
123,Alvin Kamara,NOR,RB,28,3,3,0,0,0,0,0,52,199,3.83,1,25,23,86,3.74,0,0,0,1,,,35,57.5,60.5,46.0,,31,,KamaAl00
124,Jayden Reed,GNB,WR,23,5,4,0,0,0,0,0,1,-2,-2.00,0,27,13,210,16.15,2,1,0,2,1,,35,47.8,50.8,41.3,,48,,ReedJa03
125,Josh Downs,IND,WR,22,6,4,0,0,0,0,0,0,0,,0,41,28,276,9.86,1,0,0,1,,,34,61.6,64.6,47.6,,49,,DownJo00
126,Justice Hill,BAL,RB,26,5,2,0,0,0,0,0,37,150,4.05,3,10,10,25,2.50,0,1,1,3,,,34,43.5,47.5,38.5,,33,,HillJu00
127,Tyjae Spears,TEN,RB,22,6,0,0,0,0,0,0,31,171,5.52,1,20,15,111,7.40,0,0,0,1,,,34,49.2,55.2,41.7,,32,,SpeaTy00
128,Cooper Kupp,LAR,WR,30,2,2,0,0,0,0,0,0,0,,0,21,15,266,17.73,1,0,0,1,,,33,47.6,50.6,40.1,,52,,KuppCo00
129,K.J. Osborn,MIN,WR,26,6,5,0,0,0,0,0,0,0,,0,31,17,214,12.59,2,0,0,2,,,33,50.4,53.4,41.9,,50,,OsboKJ00
130,Michael Thomas,NOR,WR,30,6,4,0,0,0,0,0,0,0,,0,47,31,329,10.61,0,0,0,0,,,33,63.9,66.9,48.4,,51,,ThomMi05
131,DJ Chark,CAR,WR,27,5,3,0,0,0,0,0,0,0,,0,27,13,197,15.15,2,0,0,2,,,32,44.7,47.7,38.2,,53,,CharDJ00
132,Mike Williams,LAC,WR,29,3,3,0,0,0,0,0,1,3,3.00,0,26,19,249,13.11,1,0,0,1,,,31,50.2,53.2,40.7,,54,,WillMi07
133,Brandon Johnson,DEN,WR,25,6,2,0,0,0,0,0,0,0,,0,13,8,122,15.25,3,0,0,3,,,30,38.2,41.2,34.2,,55,,JohnBr23
134,Latavius Murray,BUF,RB,33,6,1,0,0,0,0,0,31,128,4.13,2,8,7,49,7.00,0,0,0,2,,,30,36.7,39.7,33.2,,34,,MurrLa00
135,Kalif Raymond,DET,WR,29,6,3,0,0,0,0,0,3,54,18.00,0,17,14,187,13.36,1,0,0,1,,,30,44.1,47.1,37.1,,56,,RaymKa00
136,Austin Ekeler,LAC,RB,28,2,2,0,0,0,0,0,30,144,4.80,1,11,8,82,10.25,0,0,0,1,,,29,36.6,39.6,32.6,,38,,EkelAu00
137,Ezekiel Elliott,NWE,RB,28,6,0,0,0,0,0,0,49,193,3.94,1,16,13,59,4.54,0,1,1,1,,,29,42.2,46.2,35.7,,35,,ElliEz00
138,Miles Sanders,CAR,RB,26,5,5,0,0,0,0,0,61,190,3.11,1,24,15,81,5.40,0,2,2,1,,,29,44.1,49.1,36.6,,36,,SandMi01
139,Logan Thomas,WAS,TE,32,5,5,0,0,0,0,0,1,2,2.00,0,26,19,185,9.74,2,1,1,2,,,29,47.7,51.7,38.2,,13,,ThomLo00
140,Jaylen Warren,PIT,RB,25,5,0,0,0,0,0,0,34,124,3.65,0,25,21,166,7.90,0,1,0,0,,,29,50.0,56.0,39.5,,37,,WarrJa01
141,Nick Westbrook-Ikhine,TEN,WR,26,6,4,0,0,0,0,0,0,0,,0,23,16,168,10.50,2,0,0,2,,,29,44.8,47.8,36.8,,57,,WestNi00
142,Robert Woods,HOU,WR,31,6,6,0,0,0,0,0,0,0,,0,43,22,227,10.32,1,0,0,1,,,29,50.7,53.7,39.7,,58,,WoodRo02
143,AJ Dillon,GNB,RB,25,5,3,0,0,0,0,0,64,194,3.03,1,6,3,25,8.33,0,0,0,1,,,28,30.9,33.9,29.4,,40,,DillAJ00
144,Najee Harris,PIT,RB,25,5,5,0,0,0,0,0,63,247,3.92,0,9,5,37,7.40,0,0,0,0,,,28,33.4,36.4,30.9,,39,,HarrNa00
145,Joshua Kelley,LAC,RB,26,5,3,0,0,0,0,0,58,209,3.60,1,5,2,7,3.50,0,0,0,1,,,28,29.6,32.6,28.6,,41,,KellJo01
146,Rondale Moore,ARI,WR,23,6,2,0,0,0,0,0,11,112,10.18,1,24,15,111,7.40,0,0,0,1,,,28,43.3,49.3,35.8,,59,,MoorRo02
147,Darren Waller,NYG,TE,31,6,6,0,0,0,0,0,0,0,,0,41,28,282,10.07,0,0,0,0,,,28,56.2,59.2,42.2,,14,,WallDa01
148,Nelson Agholor,BAL,WR,30,6,2,0,0,0,0,0,0,0,,0,20,16,210,13.13,1,1,0,1,,,27,43.0,46.0,35.0,,60,,AghoNe00
149,Tee Higgins,CIN,WR,24,5,4,0,0,0,0,0,0,0,,0,36,14,149,10.64,2,0,0,2,,,27,40.9,43.9,33.9,,62,,HiggTe00
150,Allen Lazard,NYJ,WR,28,6,6,0,0,0,0,0,0,0,,0,23,14,210,15.00,1,0,0,1,,,27,41.0,44.0,34.0,,61,,LazaAl00
151,Tyler Boyd,CIN,WR,29,6,6,0,0,0,0,0,0,0,,0,41,30,204,6.80,1,0,0,1,,,26,56.4,59.4,41.4,,63,,BoydTy00
152,Aaron Jones,GNB,RB,29,2,2,0,0,0,0,0,14,59,4.21,1,6,3,82,27.33,1,0,0,2,,,26,29.1,29.1,27.6,,42,,JoneAa00
153,Josh Palmer,LAC,WR,24,5,2,0,0,0,0,0,0,0,,0,28,15,220,14.67,1,1,1,1,,,26,41.0,45.0,33.5,,64,,PalmJo00
154,Javonte Williams,DEN,RB,23,5,4,0,0,0,0,0,48,190,3.96,0,15,11,51,4.64,0,0,0,0,1,,26,37.1,40.1,31.6,,43,,WillJa10
155,Braxton Berrios,MIA,WR,28,6,0,0,0,0,0,0,1,11,11.00,0,20,17,179,10.53,1,0,0,1,,,25,42.0,45.0,33.5,,65,,BerrBr00
156,Jake Ferguson,DAL,TE,24,6,5,0,0,0,0,0,0,0,,0,29,21,190,9.05,1,0,0,1,,,25,46.0,49.0,35.5,,15,,FergJa00
157,Jahmyr Gibbs,DET,RB,21,4,1,0,0,0,0,0,39,179,4.59,0,18,14,70,5.00,0,0,0,0,,,25,38.9,41.9,31.9,,45,,GibbJa01
